table,columns,model_status
w_ri_insurance_d,w_ri_insurance_id,updated
w_ri_insurance_d,ri_policy_src_id,updated
w_ri_insurance_d,bussiness_source,updated
w_ri_insurance_d,trans_type,updated
w_ri_insurance_d,fund_type,updated
w_ri_insurance_d,lod,updated
w_ri_insurance_d,lod_code,updated
w_ri_insurance_d,fronting,updated
w_ri_insurance_d,is_risk_cover,updated
w_ri_insurance_d,retention,updated
w_ri_insurance_d,change_premium,updated
w_ri_insurance_d,change_agent_commision,updated
w_ri_insurance_d,is_session_adjustment_endo,updated
w_ri_insurance_d,is_undo,updated
w_ri_insurance_d,w_valid_from,updated
w_ri_insurance_d,w_valid_to,updated
w_ri_insurance_d,w_valid_flag,updated
w_ri_insurance_d,w_created_time,updated
w_ri_insurance_d,w_updated_time,updated
w_ri_insurance_d,w_job_id,updated
w_ri_treaty_cession_d,w_ri_treaty_cession_id,updated
w_ri_treaty_cession_d,w_ri_risk_unit_id,updated
w_ri_treaty_cession_d,w_re_insured_id,updated
w_ri_treaty_cession_d,treaty_src_id,updated
w_ri_treaty_cession_d,treaty_code,updated
w_ri_treaty_cession_d,treaty_effective_date,updated
w_ri_treaty_cession_d,treaty_commission_type,updated
w_ri_treaty_cession_d,priority,updated
w_ri_treaty_cession_d,risk_category,updated
w_ri_treaty_cession_d,risk_level,updated
w_ri_treaty_cession_d,layer,updated
w_ri_treaty_cession_d,is_leader,updated
w_ri_treaty_cession_d,share_rate,updated
w_ri_treaty_cession_d,treaty_share_rate,updated
w_ri_treaty_cession_d,treaty_currency_code,updated
w_ri_treaty_cession_d,treaty_on_local_currency_code_er,updated
w_ri_treaty_cession_d,ri_out_type,updated
w_ri_treaty_cession_d,loss_deduction,updated
w_ri_treaty_cession_d,loss_limit,updated
w_ri_treaty_cession_d,aggregate_limit,updated
w_ri_treaty_cession_d,capacity,updated
w_ri_treaty_cession_d,cash_call_limit,updated
w_ri_treaty_cession_d,re_in_statment_premium_rate,updated
w_ri_treaty_cession_d,w_integration key,updated
w_ri_treaty_cession_d,w_valid_from,updated
w_ri_treaty_cession_d,w_valid_to,updated
w_ri_treaty_cession_d,w_valid_flag,updated
w_ri_treaty_cession_d,w_created_time,updated
w_ri_treaty_cession_d,w_updated_time,updated
w_ri_treaty_cession_d,w_job_id,updated
w_ri_risk_unit_d,w_ri_risk_unit_id,updated
w_ri_risk_unit_d,w_ri_insurance_id,updated
w_ri_risk_unit_d,ri_risk_unit_src_id,updated
w_ri_risk_unit_d,treaty_currency_code,updated
w_ri_risk_unit_d,warning_message,updated
w_ri_risk_unit_d,is_adjusted,updated
w_ri_risk_unit_d,need_cash_call,updated
w_ri_risk_unit_d,has_xol_treaty,updated
w_ri_risk_unit_d,used_treaty_codes,updated
w_ri_risk_unit_d,insured_id,updated
w_ri_risk_unit_d,need_fac_arrangement,updated
w_ri_risk_unit_d,retention,updated
w_ri_risk_unit_d,w_valid_from,updated
w_ri_risk_unit_d,w_valid_to,updated
w_ri_risk_unit_d,w_valid_flag,updated
w_ri_risk_unit_d,w_created_time,updated
w_ri_risk_unit_d,w_updated_time,updated
w_ri_risk_unit_d,w_job_id,updated
w_endorsement_type_d,w_endo_type_id,updated
w_endorsement_type_d,endo_type_src_id,updated
w_endorsement_type_d,type_name,updated
w_endorsement_type_d,type_description,updated
w_endorsement_type_d,sequence,updated
w_endorsement_type_d,w_integration key,updated
w_endorsement_type_d,w_valid_from,updated
w_endorsement_type_d,w_valid_to,updated
w_endorsement_type_d,w_valid_flag,updated
w_endorsement_type_d,w_created_time,updated
w_endorsement_type_d,w_updated_time,updated
w_endorsement_type_d,w_job_id,updated
w_policy_insured_coverage_f,w_insured_coverage_id,updated
w_policy_insured_coverage_f,w_policy_id,updated
w_policy_insured_coverage_f,w_insured_id,updated
w_policy_insured_coverage_f,w_coverage_id,updated
w_policy_insured_coverage_f,w_product_id,updated
w_policy_insured_coverage_f,w_agent_id,updated
w_policy_insured_coverage_f,w_branch_id,updated
w_policy_insured_coverage_f,w_co_insurance__id,updated
w_policy_insured_coverage_f,w_ri_risk_unit_id,updated
w_policy_insured_coverage_f,effective_date,updated
w_policy_insured_coverage_f,expriry_date,updated
w_policy_insured_coverage_f,sum_insured,updated
w_policy_insured_coverage_f,net_premium,updated
w_policy_insured_coverage_f,final_premium,updated
w_policy_insured_coverage_f,actural_net_premium,updated
w_policy_insured_coverage_f,actural_net_premium_os,updated
w_policy_insured_coverage_f,actural_total_premium,updated
w_policy_insured_coverage_f,adjusted_net_premium_lc,updated
w_policy_insured_coverage_f,adjusted_net_premium_os,updated
w_policy_insured_coverage_f,adjusted_premium_lc,updated
w_policy_insured_coverage_f,annual_gross_premium,updated
w_policy_insured_coverage_f,annual_gross_premium_rate,updated
w_policy_insured_coverage_f,annual_gross_premium_lc,updated
w_policy_insured_coverage_f,commission,updated
w_policy_insured_coverage_f,commission_lc,updated
